Texto,Sarcasmo,len_chars,len_words
"Ah, sí, porque jugar con diez hombres es lo que queríamos desde el principio.",1,77,14
Viaje por las batallas del Reino de Jaén,0,40,8
"Qué suerte, otra escena de relleno mientras la trama importante se deja de lado.",1,80,14
David Valero se proclama subcampeón del mundo de ciclismo de montaña,0,68,11
Tampax saca a la venta un rifle que permite poner tampones desde casi un kilómetro de distancia,1,95,17
Alba by Serafina (Marbella): Elaboraciones italianas,0,52,6
"La controversia de los sellos de sostenibilidad: cuando ni son tan verdes, ni garantizan menor impacto",0,102,16
"Ayer el partido fue muy parejo, ambos equipos tuvieron muchas oportunidades.",0,76,11
"Sin que se sepa cómo, un espectador de Antena 3 ha logrado no haber visto nunca Los Simpson",1,91,18
Los hombres de negro de la cúpula del poder chino no dejan hueco a la mujer,0,75,16
Patrisio logra volver a su hogar tras ser rescatado de la casa de empeños en la que fue abandonado por su madre,1,111,22
Retiran un cajero automático que convencía a los clientes para que ingresaran dinero en vez de sacarlo,1,102,17
Hacienda añade a última hora la casilla de Cristiano Ronaldo en la Renta,1,72,13
Honda comparece en la India,0,27,5
Tapear con bacalao,0,18,3
Gestando.,0,9,1
"España respeta los derechos humanos, lo haga o no",1,49,9
Un hipster espera impaciente a que se muera su abuelo para heredar su ropa,1,74,14
Gatorade solo se venderá a gente que aparezca sudando en las tiendas y a solo cinco minutos de morir por deshidratación,1,119,21
Deserción camino de Doha en el Mundial de Natación,0,50,9
Compra unas canicas en Milanuncios con la esperanza de que sean las del vecino de arriba,1,88,16
Que siga la fiesta,0,18,4
Almeida dice ahora que es más urgente extinguir las llamas del Amazonas que las de Cataluña,1,91,16
Colgate empieza a mostrar en sus anuncios que la pasta de dientes se extiende por toda la superficie del cepillo,1,112,20
Trece muertos en los enfrentamientos entre cristianos y musulmanes en El Cairo,0,78,12
Test: ¿Qué personaje de ‘El Hundimiento’ eres?,1,46,7
Frenemos la deforestación de los manglares,0,42,6
El pulso entre PSOE y PP por la corrupción se librará con 134 testigos en el Congreso,0,85,17
"Alberto González, un paso más cerca de París",0,44,8
Pau Donés se levanta eufórico con una nueva melodía en la cabeza y luego se da cuenta de que es la de «La flaca»,1,112,24
Miles de fans viajan a Murcia para conocer el lugar donde se rodó Chernobyl,1,75,14
Amar a alguien es comprometerse a estar a su lado en los buenos y malos momentos.,0,81,16
Cómo comprar una casa ‘online’ paso a paso,1,42,8
"Compra el Santo Grial por 4,99 euros",1,36,7
El CGPJ reclama a Sánchez el «máximo respeto» al juez que investiga a su esposa,0,79,15
Francia se lanza a una campaña electoral exprés con la extrema derecha en cabeza,0,80,14
El aviso de Salud a los jóvenes de 12 a 18 años sobre la prevención del cáncer,0,78,17
"«Al menos nos podemos comer la manzana», dice un padre al lado de la cabeza de su hijo atravesada por una flecha",1,112,22
15 datos que te harán sentir muy mayor,1,38,8
 No. Me encontré con Mía en la cafetería.,0,41,8
Amigos que no pueden faltar en tu fiesta en casa,1,48,10
Cómo el hielo te convierte en un superhéroe (Thor lo usa),0,57,11
Uber recuerda a sus usuarios que haber instalado la aplicación no les permite subirse a cualquier coche que vean por la calle,1,125,22
"Ah, espera 1 min.",0,17,4
Una oficina moderna apuesta por instalar baños unisex en la propia sala de reuniones,1,84,14
"Bien, voy a intervenir.",0,23,4
Efemérides de hoy: qué pasó un 10 de diciembre,0,46,9
"Indonesia trasladará su capital, Yakarta, a otro lugar que construirá desde cero",0,80,12
Un loco que se cree Freud logra curar a varios compañeros,1,57,11
Felipe VI encarga a Barack Obama la formación de un gobierno,1,60,11
Un okupa al que le ha ido bien busca una casa grande que okupar y en la que formar una familia,1,94,21
La ONU exige a Arabia  Saudí que mate a sus disidentes antes de descuartizarlos,1,79,14
Fórmula Comidista de noviembre: ‘batch cooking’ flexible para cocinar una tarde y comer toda la semana,0,102,16
Análisis en profundidad de la Selección croata,1,46,7
El Gobierno prorrogará indefinidamente el confinamiento hasta que Alfonso Guzmán Ramírez termine su novela,1,106,14
Menú semanal de El Comidista (16 a 22 de octubre),0,49,10
"Barcelona – Real Madrid, hambre de gloria en la Final Four de la Euroliga en Belgrado",0,85,16
"Guerra, Martín Villa, Romay Beccaría y Tamames reciben el Premios al Mérito por España",0,86,14
Atribuyen a Miguel Ángel dos tallas desconocidas hasta ahora,0,60,9
"Dos millones por un sofá, tres por un jarrón: la fascinación por el ‘art decó’ no deja de crecer",0,96,19
Es una serie que tiene un mensaje profundo sobre la vida.,0,57,11
Teólogos confirman que Jesucristo era dequeísta,1,47,6
El puerto que sustituyó a los estibadores por robots y algoritmos,0,65,11
El contrato de alquiler: cinco peligros a evitar,1,48,8
Ramón García dará las Campanadas grabándose a sí mismo con el móvil y usando el reloj del microondas,1,100,18
El Gobierno envía la Estrella de la Muerte a Cataluña,1,53,10
Qatar Airways presenta su nuevo Boeing 747 descapotable,1,55,8
Tu reflejo en el espejo cree que tú eres el reflejo en el espejo,1,64,14
En Tierra Menkragnoti resistimos las invasiones y resistiremos las pandemias,0,76,10
El banco me ofreció una cuenta con mejores tasas de interés para mis ahorros.,0,77,14
"Un dragón chino, castizo y generoso",0,35,6
Los saqueos provocan estragos en las tiendas de Estados Unidos,0,62,10
"Las vacunas han evitado 154 millones de muertes en el mundo en medio siglo, pero la desconfianza pospandémica amenaza los avances",0,129,21
¿Un homúnculo?,0,14,2
Entiende que fue un error regalar a sus padres una máquina de envasar al vacío al encontrarse la tele de casa envasada al vacío,1,127,24
"De Ankara a Göreme: un viaje por la historia, cultura y gastronomía turcas",0,74,13
Hallan un exoplaneta con posibilidades de albergar dinero de los Pujol,1,70,11
Un empleado de Naturgy pone los ojos en blanco y augura entre temblores “tiempos de dolor y carestía” durante la lectura del gas,1,128,23
¡Enrócate de una vez!,0,21,4
Vox podría estar usando impresoras 3D para crear votantes,1,57,9
"Los españoles, preocupados porque el comercial de Jazztel hace días que no llama",1,80,13
De Abraham a Lincoln,0,20,4
El Papa lleva una hora dando vueltas con el Papamóvil alrededor del Vaticano porque no encuentra aparcamiento,1,109,17
Se reordena los órganos internos siguiendo las directrices del feng shui,1,72,11
Y en una década Internet se llenó de basura,0,43,9
 Excelente. A darle.,0,20,3
Pedro Sánchez acude al podcast La Ruina a explicar su primera legislatura como presidente del Gobierno,1,102,16
Saudi Arabia flag carrier airline introduces 96-hour stopover sight-seeing visa for passengers from the Costa del Sol,0,117,17
Ensaladilla rusa lleva tanto tiempo en la barra que ya ha aprendido español,1,75,13
Trabajo obligará a las empresas que despidan a un empleado a revelarle el apodo que tenía en la oficina,1,103,19
Hacer cine español conllevará penas de hasta cinco años de cárcel,1,65,11
"Récord de concentración de gases
de efecto invernadero",0,54,8
Estos son los mejores restaurantes para sentarse a llorar en Barcelona,1,70,11
Los exoplanetas de TRAPPIST-1 ya tienen reseñas negativas en TripAdvisor,1,72,10
"Ah, sí, porque la trama de amor forzada era totalmente necesaria.",1,65,11
He comenzado a buscar formas de ahorrar más en mis facturas de servicios públicos.,0,82,14
"Brioche, la magia del dulce y salado",0,36,7
Coffee Break con Diego Fernández Elices,0,39,6
Soy mejor que tu hermano. Soy una versión de tu hermano en el que puedes confiar cuando te dice que no huyas. Nadie existe a propósito. Nadie pertenece a ningún lugar. Todos vamos a morir. Ven a ver televisión.,0,210,39
Una nueva erupción obliga a evacuar Grindavik (Islandia) por segunda vez desde noviembre,0,88,13
Ataquen al presidente.,0,22,3
El PSOE defiende las ‘terapias alternativas’ en el debate contra la pseudociencia,0,81,12
Fuengirola's international fair hailed a huge success due to big influx of visitors,0,83,13
Un azafato de Ryanair consigue vender el avión a uno de los pasajeros durante el vuelo,1,86,16
Bruselas autoriza la vacuna de Pfizer adaptada a las subvariantes de ómicron,0,76,12
Protección Civil calcula que el 90% de los españoles pasará la Navidad atrapado en sus familias,1,95,16
A la caza de los copiones de nueva generación: un profesor inventa un detector para pillar los pinganillos invisibles,0,117,19
Los Ultrasur empiezan a gritar frases de Nietzsche en los partidos del Real Madrid,1,82,14
Audiencias: Gran Hermano renuncia a emitir el resto de violaciones que tenía grabadas por la mala recepción del formato,1,119,19
"Golpear a alguien al grito de “maricón” no es homofobia, según un tribunal",0,74,13
"Puse esa confusión, Jerry. Te hará retorcerte como un recién nacido abandonado.",0,79,12
Alcampo se inscribe en el Registro de la Huella de Carbono,0,58,11
Me gusta ahorrar para poder darme algún capricho de vez en cuando.,0,66,12
Científicos entrenan a bacterias para que interpreten obras de microteatro,1,74,10
Barcelona se asoma al final de la sequía,0,40,8
¿Cómo afecta la guerra a la naturaleza? Siria ha perdido el 20% de sus bosques en 10 años,0,89,18
Ya sale más a cuenta vivir en una zona azul que de alquiler,1,59,13
¿Cómo afectará la desaparición del dinero en efectivo a los pagos que haces al casero metiéndole billetes en el escote?,1,119,20
From invention to circus: how the British helped Spain's film industry,0,70,11
Carlos Sainz estira su carrera y va a por el Dakar 2025 con Ford,0,64,14
Starbucks cierra porque los niños que lo llevaban ya han recaudado suficiente para su viaje de fin de curso,1,107,19
"Ayoub Gadhfa, ante su última oportunidad de llegar a París",0,58,10
Cómo acondicionar tu casa para acoger unos días a Rauw Alejandro tras su ruptura,1,80,14
Sumar apura los últimos cartuchos en Andalucía en su campaña más difícil frente a PSOE y Podemos,0,96,17
Encuentran un yacimiento de tinta para impresora Epson Stylus sx130,1,67,10
"Haz de pronto. Adiós, doc. Gran sesión.",0,39,7
"«El trabajo no es problema, lo difícil es elegir entre tanta oferta», dicen recién graduados",0,92,15
"Urdangarin, todo o nada en el Supremo",0,37,7
"Fallece James Bevel, lugarteniente de Martin Luther King",0,56,8
Persecución de película a un ladrón que huía por las azoteas en Barcelona,0,73,13
Renuncian a llevar a su hijo a la escuela porque quieren educarlo en Forocoches,1,79,14
La Audiencia Nacional rechaza que Villarejo reingrese en prisión al no ver riesgo de fuga,0,89,15
Analizarán la sangre de los autónomos para investigar por qué nunca enferman,1,76,12
La Policía recupera un cuadro de Francis Bacon valorado en cinco millones robado en Madrid en 2015,0,98,17
La Audiencia Nacional da tres horas a las operadoras para bloquear Telegram en España,0,85,14
Las horas extra alejan a la patronal del pacto para reducir la jornada laboral,0,78,14
¿Qué mejoras hará la Comunidad de Madrid en la Línea 1 del Metro?,1,65,13
¡Al fin! Ausonia ha creado unas compresas con misiles que disparan a cualquier hijo de puta que te diga mierdas durante esos días,1,129,23
India advierte a la población de que la sequía obligará a restringir el agua,0,76,14
Vamos. No es un dios.,0,21,5
Israel llama a consultas a su embajadora en España y convoca a la española,0,74,14
Faltan dos.,0,11,2
Sainz manda un aviso y va en serio,0,34,8
"Una familia, obligada a comer en el suelo hasta que acabe el puzle gigante que ha empezado a hacer en la mesa",1,109,22
Amnistía: días de épica tibetana,0,32,5
Así creó Tony Iommi el heavy metal con Black Sabbath: “Esa es la pregunta de los 10 millones de dólares”,0,104,20
Gritar «Uuuuuhhhh» sigue siendo la respuesta más común ante la presencia de un compañero de trabajo que se quita el jersey,1,122,21
Sanidad informa a la población de que ya puede quitarse de la nariz los palos de los test de PCR,1,96,20
La canoa redentora de Omar Menchaca en Xochimilco,0,49,8
Mariano Rajoy dice ahora que él también recibía sobres y no se quejaba tanto,1,76,14
"Ah, sí, porque ser famoso significa que todos siempre te admirarán sin criticarte.",1,82,13
El protagonista de esta serie es muy carismático y fácil de empatizar.,0,70,12
Este es el mejor andamio para aprender a lanzar piropos desagradables,1,69,11
Comienza el Sexto Pleno del Partido Comunista chino para encumbrar aún más a Xi Jinping,0,87,15
Daniel Ortega reaparece imitando el acento español y se burla de los opositores desterrados,0,91,14
Ada Colau eliminará los coches oficiales porque prefiere que la lleven en brazos,1,80,13
"Enrique Rojas: «En Occidente, el psiquiatra se ha convertido en el médico de cabecera»",0,86,14
La nueva versión de Safari borrará automáticamente el historial después de ver porno,1,84,13
El Supremo fija que el plazo para exigir los gastos hipotecarios empieza cuando hay sentencia firme,0,99,16
"Maribel Rodríguez, psiquiatra: “Tú no creas tu propia vida, no puedes decidir mañana ser Taylor Swift, es el colmo del narcisismo”",0,130,21
AEG vende una lavadora-incineradora que elimina todo rastro de suciedad y de ropa,1,81,13
Movilidad Urbana: Una cuestión de derechos - II,0,47,8
El césped artificial más vendido en Amazon con el que decorar el jardín o la terraza,0,84,16
Nada como esperar meses para una temporada y terminarla en un solo día.,1,71,13
Farol,1,5,1
Activistas vandalizan con spray naranja el monumento neolítico de Stonehenge,0,76,10
PSOE y Junts blindan con un diplomático salvadoreño su negociación secreta,0,74,11
Pharmaceutical giant Moderna tests combined influenza and Covid-19 vaccine,0,74,9
"Decir «te lo dije» equivale a 15 orgasmos, según un estudio",1,59,11
"“¡Pero si no quema!”, dice mamá con los brazos en llamas tras sacar una bandeja del horno",1,89,17
Los españoles agradecerían que las cápsulas de Nespresso fueran más fáciles de abrir,1,84,13
Un horizonte respirable,0,23,3
"Amazon Prime sube un 39% su suscripción anual hasta los 49,90 euros después de que Bezos reciba la factura de su viaje al espacio",1,129,24
Premios Goya menos populares entre los españoles,1,48,7
Todas las decisiones del VAR se explicarán en tiempo real en los estadios,0,73,13
Los vecinos de los bajos se ahorran tres millones de euros al año en pinzas,1,75,15
 Mortizador XE.,0,15,2
El tío Bruce y la prima Taylor,0,30,7
¿Has recuperado la chispa en tu matrimonio o es que el vibrador de tu mujer se ha quedado sin batería? 6 pistas para salir de dudas,1,131,26
Naciones Unidas estima al menos 670 muertos tras la avalancha en Papúa Nueva Guinea,0,83,14
"Lafuente afirma que la CHD es ""benévola"" con las sanciones a los agricultores",0,77,13
Los huevos vienen del súper,0,27,5
Joaquín Reyes confía en salir pronto de la cárcel ahora que han detenido a Carles Puigdemont,1,92,16
Las diez joyas entre los tesoros de la Colección Abelló en el Centro Fundación Unicaja Málaga,0,93,16
" Charlie, no te veía desde hace dos semanas. Ahora que tu casa vuelve a la normalidad, ¿quieres seguir hablando de tu sobrino o hacemos el amor?",0,144,26
Las peticiones de fondos europeos para rehabilitación duplican las actuaciones comprometidas con Bruselas,0,105,13
"Vox corrige su campaña comercial ‘Sonríe, tu suegra está vigilando’ tras las críticas recibidas en Castellón",0,108,16
"Qué suerte, la fama te asegura que todos siempre te respetarán.",1,63,11
Expulsan a un niño vasco del colegio por despejar la equis a patadas,1,68,13
Nadie quiere ir a la primera residencia de ancianos de Costa de Marfil,0,70,13
Diez cosas que debes saber del Año Nuevo chino,1,46,9
Pillaje en Brasil.,0,18,3
Episodio 21 - Un druida en el tablero + Café con Leontxo García,0,63,13
"No lo sé, Summer. No puedo oír la televisión. Ya basta. Vayamos allá para que puedan hacer sus estúpidas preguntas.",0,115,20
"Emplasto de rana con mercurio, mano de santo para los picores testiculares en el Siglo de Oro",0,93,17
"Multado el alcalde de Barcelona, Jaume Collboni, por ir en bici por una calle prohibida y compartirlo en redes",0,110,19
"Marvel ha vendido los derechos de sus personajes por error y “Avengers 4” estará protagonizada por Spiderboy, Metal Man y Mr. Stranger",1,134,22
El autoconsumo energético se dispara con más de 113.000 instalaciones de placas fotovoltaicas,0,93,13
"El Mundo Today lanza su suscripción digital: una innovadora apuesta por el periodismo, la información veraz y el dinero",1,119,19
"Isaac Newton y Benjamin Franklin, digitalizados",0,47,6
"Tras rodar “Taxi a Gibraltar”, Dani Rovira descubre que gana más con el taxi que con la actuación",1,97,18
"Muere Matija Sarkic, portero del Millwall e internacional con Montenegro, a los 26 años",0,87,14
La realidad (y el poder) que se esconde tras las reseñas de productos de belleza en Internet,0,92,17
Viaja a su pueblo con una cuenta de Netflix y es recibido como un dios,1,70,15
El Rey organiza unas cañas de despedida en el bar “Josjuan”,1,59,11
Diez cosas que no sabías del pene de Donald Trump,1,49,10
Malavida Relio Urbano: un espacio acogedor y cercano ideal para cualquier ocasión,0,81,12
Cuatro parques temáticos que te sorprenderán,1,44,6
Almodóvar contacta desesperado con cientos de actores para ofrecerles un papel de Panamá,1,88,13
"Wordle: así es el pasatiempo de moda y así puedes jugar, en 20 sencillos pasos",1,78,15
20 curiosidades que no conocías de los Juegos Olímpicos de Barcelona,1,68,11
Más de 1.000 días sin educación: las afganas pierden la esperanza de recuperar sus derechos,0,91,15
"Pero por otra parte, si las cosas no salen bien con Leonard, me arriesgo a perder a un buen amigo. Porque supongo que él no busca solo un rollete. Es la clase de chico que quiere una relación de, qué sé yo, años luz, por decirlo así.",0,233,47
La RAE acepta la forma verbal «Para + Participio masculino + El que tengo aquí colgado»,1,87,16
Embarazada neoliberal planea cobrar a su bebé los nueve meses de alojamiento y dietas,1,85,14
El castigo de Julio César,0,25,5
"La maquinaria pesada destruye 1,3 kilómetros de calzada romana en León",0,70,11
Las aseguradoras de decesos se comprometen a vengar la muerte de sus clientes,1,77,13
Muere por tosferina un lactante menor de un mes cuya madre no se había vacunado durante el embarazo,0,99,18
" ¿Jake, conoces la primera posición?",0,36,5
"El funeral de Burbujitas, mucho menos ceremonioso de lo que había imaginado Burbujitas",1,86,13
"Tras la eliminación del Premio Nacional por Tauromaquia, el dinero y la sed de sangre es el único incentivo que les quedan a los toreros para seguir toreando",1,157,28
El Supremo avala que los trabajadores puedan unir el permiso de lactancia acumulado a una excedencia,0,100,16
"La Muerte, herida leve con su propia guadaña en un accidente laboral",1,68,12
Ayuso dará becas a las familias madrileñas que no se puedan permitir comprar su segundo Luisvi,1,94,16
Las personas que se quedaron durmiendo en colchonetas este verano aparecen varadas en la costa gallega,1,102,16
Los productores de Farmacia de Guardia confiesan que ganaban más dinero con la farmacia que con la serie,1,104,18
La UCLM descubre una placa en honor a Marie Curie,0,49,10
Se emociona al reencontrarse en el mar con una botella de plástico que abandonó hace diez años,1,94,17
Bellingham brilla en la Inglaterra oscura,0,41,6
Siempre es un buen momento cuando nos juntamos con mis amigos del colegio.,0,74,13
"Después de la COP28: Transitar, triplicar y participar",0,54,8
España aprovecha la debilidad del anfitrión,0,43,6
Va al hospital a dar a luz y vuelve con dos niños en vez de uno porque es Black Friday,1,86,20
Un estudio concluye que habrá que triplicar el número de gimnasios y academias de inglés para atender la demanda del año próximo,1,128,22
Xi Jinping elogia a Karl Marx como guía de la humanidad en su bicentenario,0,74,14
"‘Ensalazza’, el plato de aprovechamiento definitivo para los restos de pizza",0,76,11
Isabel Muñoz retrata el alba de la civilización,0,47,8
Réquiem por un genio,0,20,4
¿Cuál temblor?,0,14,2
Renfe admite que no ha vendido nunca un billete a través de su página web,1,73,15
Sánchez propone que la mesa de diálogo con la Generalitat sea de esas altas con taburetes en las que se está poco rato,1,118,23
¿Sí?,0,4,1
Confúndanse público y actores,0,29,4
Libros en los que aúllan los lobos: la editorial Carbrame marca territorio en el reino silvestre de la literatura de naturaleza,0,127,21
La nueva Apple Store de Madrid convoca un casting de pobres para que estén en la puerta,1,87,17
¿Qué fue de los protagonistas de la película “La salida de la fábrica Lumière en Lyon”?,1,87,16
Tienes que arreglarlo.,0,22,3
Audiencias: Albert Rivera arranca los dientes a Albert Castillón por tenerlos amarillos,1,87,12
Dos valencianos queman la Sagrada Familia creyendo que era una falla,1,68,11
Una auténtica campaña de promoción de la salud,0,46,8
Sí. Está bien. Vengo del espacio. ¿Satisfechos?,0,47,7
El Real Valladolid reprende a Pezzolano por “generalizaciones negativas” ante casos “aislados” de xenofobia,0,107,14
Plata líquida,0,13,2
¿Qué significan las banderas de las playas españolas?,1,53,8
Sube a su casa un contenedor de reciclaje para no tener que bajar las botellas,1,78,15
La UEFA investiga cánticos racistas de la afición de Serbia,0,59,10
Una jornada de liga marcada por el hecho de que me ha dejado mi novia,1,69,15
Xavi se despide con una victoria dedicada por Fermín,0,52,9
Elogio sincero repetido muchas veces acaba convirtiéndose en insulto,1,68,9
Un jugador pasó de estar detenido en Estados Unidos a ser la esperanza del baloncesto iraquí,0,92,16
"TRIBUNA: “El Gobierno está agotando las reservas de viento con la energía eólica”, por Pablo Casado",1,99,16
El lince ibérico deja de ser especie en peligro de extinción,0,60,11
Unos científicos logran producir carne humana artificial que sabe casi como la original y que ahorrará mucho sufrimiento,1,120,18
Netflix llega a España con un catálogo adaptado que sólo incluye la serie “Aquí no hay quien viva”,1,98,18
¿Está tu casa preparada para acoger el cadáver de un dictador?,1,62,11
"Como cada 17 años, El Grito de Munch dejará de gritar para coger aire",1,69,14
"‘Mis ojos, que codician cosas bellas’, de Miguel Ángel Buonarroti",0,65,10
El aprendizaje automático no creará máquinas más inteligentes que nosotros,0,74,10
Joao Félix recupera la sonrisa en el Barça,0,42,8
Muere el esqueleto con melena que acompañaba a Iron Maiden en sus conciertos,1,76,13
Sanidad destinará este año 10 millones a regalar condones a chicos de 16 a 22 años,0,82,16
La lista de España para la Eurocopa: sin Lucas Vázquez ni Asensio y con Fermín López y Ayoze,0,92,18
Estos fueron los mejores momentos de Aznar en ‘Mi Casa es la Tuya’,1,66,13
Rajoy pide reunirse de urgencia con el presidente de Ébola,1,58,10
El Supremo archiva una denuncia contra Ayuso por las muertes en residencias durante la pandemia,0,95,15
Cospedal deja la ejecutiva del PP para centrarse en grabar su nuevo álbum con Villarejo,1,87,15
OJD hace públicas sus primeras certificaciones de suscripciones digitales de pago en España,0,91,13
Feijóo y Junts cercan a Sánchez por la regeneración democrática y la financiación autonómica,0,92,14
Tordesillas celebrará este año el Papá Noel de la Vega,1,54,10
Una mujer da a luz en un autobús de la EMT de Valencia en un parto asistido por el padre,0,88,20
Del 'Ave María' de Schubert al 'Canon' de Pachelbel: el festival Málaga Clásica se pone místico en su XII edición,0,113,20
El pack de bóxers que arrasa en Amazon es de Calvin Klein y tiene un 40% de descuento,0,85,18
16 predicciones que hizo El Fary en «Menudo es mi padre»,1,56,11
Saqueos y pillajes en las principales ciudades francesas durante las movilizaciones de los 'Chalecos Amarillos',0,111,15
Jackie Kennedy y el desnudo de los mil millones de dólares: 50 años del primer caso de ‘pornovenganza’,0,102,18
¿Por qué hay gente que siempre se pierde?,0,41,8
He sido capaz de organizar mi trabajo mejor y ser más eficiente.,0,64,12
Suicida procrastina,1,19,2
¿Qué famosos darán que hablar en 2017?,1,38,7
Los españoles piden un resumen de la temporada anterior del Caso Bárcenas antes de empezar el nuevo capítulo,1,108,18
"Bien, vamos hasta los ductos de gas, los rompemos y provocamos un incendio.",0,75,13
Audiencias: Todos los tertulianos de La Sexta Noche se ponen de acuerdo finalmente,1,82,13
Audiencias: La Voz Kids elimina a Paco Sanz por mentir sobre su edad,1,68,13
La ventaja industrial de España: electricidad barata y renovable,0,64,9
Está bien.,0,10,2
"El mundo de la samba en Río de Janeiro, de luto",0,47,11
 Es horrible. Pero lo vale.,0,27,5
Fomento sanciona a Abertis con 1.200 euros por el caos de la nieve de la AP-6 y condena la compañía a la bancarrota,1,115,23
Chili con carne: la receta tex-mex que se prepara en 20 minutos,0,63,12
Los mejores sitios de tu casa a los que viajar,1,46,10
Concejal de ideología comunista pasa el primer día en el cargo poniendo su nombre en la grapadora,1,97,17
Feijóo y la eutanasia,0,21,4
‘Juego de tronos’ 6×02: A casa,1,30,6
Llevo un registro de mis ingresos y gastos para no perder el control de mis finanzas.,0,85,16
La Airef pide que el plan de ajuste que exige la UE se pacte con la oposición y las comunidades,0,95,20
El temporal hace que sea peligroso estar en la calle y obliga a muchas personas a pedir comida a domicilio,1,106,20
La Reina inaugura una estatua de Gandhi donada por la India a Madrid,0,68,13
Cómo se puede aspirar el césped artificial,0,42,7
"Charles Darwin, inventor de sillas",0,34,5
FMIT: creando hoy las soluciones tecnológicas para los retos del mañana,0,71,11
Miles de portugueses salen a la calle para recibir con lloros y fados el día más triste del año,1,95,19
¿Qué medidas de seguridad tiene que cumplir un ascensor?,0,56,9
Las autoridades de EEUU recuperan los cuerpos de dos trabajadores tras el colapso del puente,0,92,15
Los mejores cortadores de verduras,0,34,5
Mariano Rajoy decide adelantar el resultado de las próximas elecciones,1,70,10
El Real Madrid ficha la bomba atómica,0,37,7
Apple empieza a abrir tiendas en la mente de sus fans,1,53,11
La tecnológica Babel dona su mobiliario de oficina,0,50,8
"El impacto ambiental, lo primero",0,32,5
"«Cuando el palomo pía, el tío Antonio se quita los pantalones»: No celebrar la Semana Santa conlleva graves consecuencias",1,121,19
Los intentos de suicidio del barrio más pobre de Barcelona triplican la media de la ciudad,0,90,16
¿Cómo lograr un crecimiento económico sostenible?,0,49,6
"Los hombres, discriminados por un exceso de igualdad, según el CIS",1,66,11
¿Qué tal una retórica de alguien que tuvo que recordar tu existencia?,0,69,12
"Emulando la entrevista Jordi Évole a Miguel Bosé, El Mundo Today entrevista a “el Chirlas”, el yonki lunático del barrio, que tiene ideas muy interesantes sobre el coronavirus",1,175,28
"63 años más tarde, el espacio sigue lleno de pelos de la perra Laika",1,68,14
Como diría George Orwell,0,24,4
"La revolución de la ropa técnica de lana merino: una mezcla sorprendente, pero efectiva que llega al deporte",0,108,18
"Van Gogh, un asunto de familia",0,30,6
"Llorar, principal estrategia de defensa del Partido Popular frente a los casos de corrupción",1,92,14
Un gato pierde la autoestima porque en diez años de relación no ha conseguido provocar un ronroneo a su dueña ni una sola vez,1,125,24
Niños arcoíris: los retos de volver a ser madre tras la pérdida de un bebé,0,74,15
Cómo combatir las plagas de insectos en tu vivienda,1,51,9
El primer hombre que pisó la Luna critica el plan espacial de Obama,0,67,13
La maldición de los recursos naturales,0,38,6
Un empresario amigo de Juan Carlos I pagó el rito de purificación de la sangre de la Reina Letizia,1,98,19
"Los pediatras piden regular el consumo de bebidas energéticas, la nueva 'droga' de los jóvenes",0,94,15
Amplían la alerta alimentaria de salmonella en unos brotes germinados de alfalfa de una empresa española,0,104,16
He visto esta serie varias veces y nunca me aburro.,0,51,10
¿Te has fijado que las que tienen el cabello así tienen tres nombres?,1,69,13
"Cura, ilustrado y tertuliano de Benjamin Franklin: el canario que derribó la Inquisición en España",0,98,15
Un hombre preocupado envía una «fotopolla» a todas sus ex para asegurarse de que están bien,1,91,16
Juan Luis Guerra admite que la lluvia de café es un ideal inalcanzable,1,70,13
Mi piso está en llamas. ¿Por cuánto puedo alquilarlo?,1,53,9
"Epic Games, fabricante del videojuego ‘Fortnite’, despide a 830 empleados",0,73,10
"El resultado del PP “podría ser mejor, por no decir que es una basura”, según el hijo de Mariano Rajoy",1,102,20
Nuevos aires para la antigua sala de prensa de Pedro Aparicio en Málaga: es la nueva área de Comunicación,0,105,19
Cientos de catalanes quedan atrapados por accidente en un gigante lazo amarillo de Moebius,1,90,14
"""No lucho sólo por los palestinos, lo hago por Israel""",0,54,10
Detalles de tu hogar que hacen huir a todas tus citas,1,53,11
¿Qué implica el estado de alarma declarado por el Gobierno?,1,59,10
"Turbulencias en los vuelos, el efecto sorpresa del cambio climático que «irá a más»",0,83,14
Abrí una cuenta de ahorro con el propósito de comprar una casa en el futuro.,0,76,15
Xiaomi va a por todas: tras su éxito con los móviles ahora quiere vender coches eléctricos,0,90,16
Una campaña viral que simula el dolor de la regla con estímulos eléctricos agita el debate de la baja menstrual en Francia,0,122,22
¿Cómo se decide si un edificio afectado por un incendio se puede reparar o debe demolerse?,0,90,16
"Qué bien, otro misterio que nunca se resuelve.",1,46,8
El Prado expondrá Las Meninas de Velázquez tras el éxito del vídeo de Internet,1,78,14
Contaminación lumínica,0,22,2
"En España, el 97% de los alimentos ya se sirve en copa de balón",1,63,14
Un impresionante socavón en plena calle engulle a dos viandantes en la ciudad china de Chongqing,0,96,16
El Rey Felipe VI ya ha emitido la factura de su discurso de ayer,1,64,14
La reina Letizia encarga al rey Felipe VI que encargue a Rajoy la formación de Gobierno,1,87,16
"Una relación saludable se nutre de confianza, comunicación y empatía.",0,69,10
 Aquí voy.,0,10,2
Audiencias: Paco Lobatón intenta encontrar a los espectadores perdidos el último mes,1,84,12
Un sónar para encontrar el avión de Amelia Earhart,0,50,9
Podemos pide un voto «valiente» para defender la sanidad y la educación pública,0,79,13
Los mejores monitores para PC,0,29,5
